rowId,clientOrderId,amt,qty,type,disName,response,updateDate,updator,returnUrl,moneyType,payId,merchantOrderNo,status,moneyAccount,moneyTypeExtend,icpRequestData
28,16226183022630426,110,1,ENTIRE,租車尾款,,20210602160447,A121142433,http://test.mofuntravel.com.tw:params:&clientOrderId=16226183022630426&price=110&endDistance=15344&checkCode=544915&helmet=1&raincoat=1,CREDIT,16226183022630426_100,,,,,
29,16226169888300955,110,1,ENTIRE,租車尾款,,20210602180307,A181507325,http://test.mofuntravel.com.tw:params:&clientOrderId=16226169888300955&price=110&endDistance=1127&checkCode=544915&helmet=1&raincoat=1,CREDIT,16226169888300955_100,,,,,
30,C121488794,1,1,BOUNDLE,綁定,,20210603103526,C121488794,http://test.mofuntravel.com.tw,CREDIT,C121488794_BOUNDLE,,,,,
31,N125413210,1,1,BOUNDLE,綁定,"{""Status"":""MPG03009"",""Message"":""送出後檢查，信用卡第一碼卡號不符合"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":1.0,""MerchantOrderNo"":""A121142433_8777_BOUNDLE"",""RespondType"":""JSON"",""EscrowBank"":""-"",""PaymentType"":""CREDIT"",""PayTime"":""2021-06-16 14:19:13""},""MerchantOrderNo"":""A121142433_8777_BOUNDLE""}",20210616141915,newepay,http://test.mofuntravel.com.tw,CREDIT,N125413210_BOUNDLE,,,,,
32,A123456789,1,1,BOUNDLE,綁定,,20210603153645,A123456789,http://test.mofuntravel.com.tw,CREDIT,A123456789_BOUNDLE,,,,,
33,16227090577500260,110,1,ENTIRE,租車尾款,,20210603171135,D222200608,http://test.mofuntravel.com.tw:params:&clientOrderId=16227090577500260&price=110&endDistance=17330&checkCode=544915&helmet=1&raincoat=1,CREDIT,16227090577500260_100,,,,,
34,16226220329940892,680,1,ENTIRE,租車尾款,,20210603183528,A121142433,http://test.mofuntravel.com.tw:params:&clientOrderId=16226220329940892&price=680&endDistance=1127&checkCode=544915&helmet=1&raincoat=1,CREDIT,16226220329940892_100,,,,,
35,16233774615450847,200,1,DEPOSIT,訂金,,20210611021422,admin,,,16233774615450847_10,,,,,
36,16233774615450847,200,1,DEPOSIT,訂金,,20210611023301,admin,,,16233774615450847_10,,,,,
39,16232943165150386,-200,1,RETURN,退款,,20210611093026,admin,,,16232943165150386_50,,,,,
43,16232943434290604,2460,1,ENTIRE,租車尾款,"{""Status"":""MPG03009"",""Message"":""信用卡授權失敗_授權失敗"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":1.0,""TradeNo"":""21062018052125737"",""MerchantOrderNo"":""R124383501_1774_BOUNDLE"",""RespondType"":""JSON"",""IP"":""220.142.75.198"",""EscrowBank"":""-"",""PaymentType"":""CREDIT"",""RespondCode"":""FC"",""Auth"":""359080"",""Card6No"":""467892"",""Card4No"":""8518"",""Exp"":""2706"",""TokenUseStatus"":""1"",""ECI"":"""",""PayTime"":""2021-06-20 18:05:21"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062018052125737"",""MerchantOrderNo"":""R124383501_1774_BOUNDLE""}",20210620180523,newepay,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16232943434290604&price=2460&endDistance=2002&checkCode=8801&helmet=1&raincoat=1&vatNo=&vatCompanyTitle=,CREDIT,16232943434290604_100,,,,,
44,16232943434290604,2460,1,ENTIRE,尾款,"{""Status"":""MPG03009"",""Message"":""信用卡授權失敗_授權失敗"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":1.0,""TradeNo"":""21062018113211686"",""MerchantOrderNo"":""F230075531_7646_BOUNDLE"",""RespondType"":""JSON"",""IP"":""101.10.4.142"",""EscrowBank"":""-"",""PaymentType"":""CREDIT"",""RespondCode"":""FC"",""Auth"":""359089"",""Card6No"":""414763"",""Card4No"":""7804"",""Exp"":""2802"",""TokenUseStatus"":""1"",""ECI"":"""",""PayTime"":""2021-06-20 18:11:32"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062018113211686"",""MerchantOrderNo"":""F230075531_7646_BOUNDLE""}",20210620181135,newepay,,CASH,16232943434290604_100,,,,,
46,16236316716670590,200,1,DEPOSIT,200訂金,"{""Status"":""MPG03009"",""Message"":""信用卡授權失敗_授權失敗"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":1.0,""TradeNo"":""21062018181139166"",""MerchantOrderNo"":""F230075531_2410_BOUNDLE"",""RespondType"":""JSON"",""IP"":""111.184.42.122"",""EscrowBank"":""-"",""PaymentType"":""CREDIT"",""RespondCode"":""FC"",""Auth"":""359098"",""Card6No"":""414763"",""Card4No"":""7804"",""Exp"":""2802"",""TokenUseStatus"":""1"",""ECI"":"""",""PayTime"":""2021-06-20 18:18:11"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062018181139166"",""MerchantOrderNo"":""F230075531_2410_BOUNDLE""}",20210620181813,newepay,https://test.mofuntravel.com.tw,CREDIT,16236316716670590_10,,,,,
47,16236316716670590,200,1,DEPOSIT,訂金,,20210614010355,admin,,,16236316716670590_10,,,,,
48,16236313330580273,200,1,DEPOSIT,訂金,,20210614011223,admin,,,16236313330580273_10,,,,,
49,16226220329940892,7480,1,ENTIRE,尾款,,20210614012046,A121142433,,CASH,16226220329940892_100,,,,,
50,16236336883210924,200,1,DEPOSIT,訂金,,20210614012228,admin,,,16236336883210924_10,,,,,
52,16236336883210924,600,1,ENTIRE,租車尾款,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":600.0,""TokenLife"":""2024-02-29"",""MerchantOrderNo"":""16236336883210924_100"",""TradeNo"":""21061509363967920"",""CheckCode"":""BA1CE384C86C98E05975823CC917F8F2B88427B9AD35CEE6A87DBECE16207EF0"",""RespondCode"":""00"",""Auth"":""341911"",""AuthDate"":""20210615"",""AuthTime"":""093639"",""Card6No"":""400022"",""Card4No"":""1111"",""IP"":""114.34.14.7"",""EscrowBank"":""HNCB"",""ECI"":"""",""Exp"":""2402"",""AuthBank"":""KGI"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21061509363967920"",""MerchantOrderNo"":""16236336883210924_100""}",20210615013639,newepay,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16236336883210924&price=600&endDistance=9664&checkCode=8801&helmet=1&raincoat=1&vatNo=52692139&vatCompanyTitle=睿興創意科技,CREDIT,16236336883210924_100,,,,,
53,16237396516010090,200,1,DEPOSIT,200訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":200.0,""TokenLife"":""2024-04-30"",""MerchantOrderNo"":""16237396516010090_10"",""TradeNo"":""21061514505917787"",""CheckCode"":""13D9ACA40E4A59C1EF19BB5E1119FD4E49CCC9672AC008FA348EB643A1F56E0D"",""RespondCode"":""00"",""Auth"":""343210"",""AuthDate"":""20210615"",""AuthTime"":""145059"",""Card6No"":""400022"",""Card4No"":""1111"",""IP"":""114.34.14.7"",""EscrowBank"":""HNCB"",""ECI"":"""",""Exp"":""2404"",""AuthBank"":""KGI"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21061514505917787"",""MerchantOrderNo"":""16237396516010090_10""}",20210615065059,newepay,https://test.mofuntravel.com.tw,CREDIT,16237396516010090_10,,,,,
54,16237396516010090,110,1,ENTIRE,租車尾款,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":110.0,""TokenLife"":""2024-04-30"",""MerchantOrderNo"":""16237396516010090_100"",""TradeNo"":""21061515262475092"",""CheckCode"":""6F27DD7F0A4574FC13CDA86AB3C4E5DCB5EB4B402D0FC7E5DE9A96D8AAF4CD1C"",""RespondCode"":""00"",""Auth"":""343399"",""AuthDate"":""20210615"",""AuthTime"":""152624"",""Card6No"":""400022"",""Card4No"":""1111"",""IP"":""114.34.14.7"",""EscrowBank"":""HNCB"",""ECI"":"""",""Exp"":""2404"",""AuthBank"":""KGI"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21061515262475092"",""MerchantOrderNo"":""16237396516010090_100""}",20210615072623,newepay,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16237396516010090&price=110&endDistance=12201&checkCode=&helmet=1&raincoat=1&vatNo=&vatCompanyTitle=,CREDIT,16237396516010090_100,,,,,
55,16237422468210779,0,1,ENTIRE,尾款,,20210615073537,AM06,,CASH,16237422468210779_100,,,,,
56,16237440352130985,200,1,DEPOSIT,訂金,,20210615080248,admin,,,16237440352130985_10,,,,,
57,16236313330580273,41,1,ENTIRE,尾款,,20210615084516,D222200608,,CASH,16236313330580273_100,,,,,
58,16236380942750439,22722,1,ENTIRE,尾款,,20210617112450,zochakeelung71,,CASH,16236380942750439_500,,,,,
59,16236379649580010,10997,1,ENTIRE,尾款,,20210617113334,c121488794,,CASH,16236379649580010_100,,,,,
60,16228854821970046,6600,1,ENTIRE,租車尾款,,20210617113604,N125413210,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16228854821970046&price=6600.0&endDistance=12199&checkCode=111&helmet=1&raincoat=1&vatNo=&vatCompanyTitle=,CREDIT,16228854821970046_100,,,,,
61,16239012026070310,200,1,DEPOSIT,訂金,,20210617114323,admin,,,16239012026070310_10,,,,,
62,16239013860130621,200,1,DEPOSIT,200訂金,,20210617114555,c121488794,https://test.mofuntravel.com.tw,CREDIT,16239013860130621_10,,,,,
63,16238246389220586,680,1,ENTIRE,尾款,,20210617115810,A121142433,,CASH,16238246389220586_100,,,,,
64,16239172778170539,200,1,DEPOSIT,訂金,,20210617163245,zochakeelung71,,,16239172778170539_10,,,,,
65,16239172778170539,110,1,ENTIRE,尾款,,20210617172323,C121488794,,CASH,16239172778170539_100,,,,,
66,16239375563090839,200,1,DEPOSIT,訂金,,20210617214715,admin,,CASH,16239375563090839_10,,,,,
67,16239026001550369,-34,1,DISCOUNT,折扣,,20210618000556,A121142433,,,,,,,,
68,16239026001550369,646,1,ENTIRE,尾款,,20210618000556,A121142433,,CASH,16239026001550369_100,,,,,
69,16239375563090839,0,1,ENTIRE,尾款,,20210618042734,H1234,,CASH,16239375563090839_100,,,,,
70,16240077080810329,680,1,ENTIRE,尾款,,20210619153404,C121488794,,CASH,16240077080810329_100,,,,,
71,16240881962830529,80,1,ENTIRE,尾款,,20210619163326,C121488794,,CASH,16240881962830529_100,,,,,
72,16232943072940511,0,1,ENTIRE,尾款,,20210620184801,F230075531,,CASH,16232943072940511_100,,,,,
73,16228854821970046,8330,1,ENTIRE,尾款,,20210620185224,zocha.tc,,CASH,16228854821970046_500,,,,,
74,16240071510470718,680,1,ENTIRE,租車尾款,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":680.0,""TradeNo"":""21062023143247944"",""MerchantOrderNo"":""16240071510470718_100"",""RespondType"":""JSON"",""IP"":""61.230.58.186"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""359317"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2401"",""TokenUseStatus"":""1"",""InstFirst"":0.0,""InstEach"":0.0,""Inst"":0.0,""ECI"":"""",""PayTime"":""2021-06-20 23:14:32"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062023143247944"",""MerchantOrderNo"":""16240071510470718_100""}",20210620231923,newepay,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16240071510470718&price=680.0&endDistance=17339&checkCode=admin&helmet=1&raincoat=1&vatNo=&vatCompanyTitle=,CREDIT,16240071510470718_100,,,,,
75,16240071510470718,680,1,ENTIRE,尾款,,20210620232317,H1234,,CASH,16240071510470718_100,,,,,
77,16242041414940045,200,1,DEPOSIT,200訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":200.0,""TradeNo"":""21062023501711381"",""MerchantOrderNo"":""16242041414940045_10"",""RespondType"":""JSON"",""IP"":""61.230.58.186"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""359368"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2301"",""TokenUseStatus"":""1"",""InstFirst"":0.0,""InstEach"":0.0,""Inst"":0.0,""ECI"":"""",""PayTime"":""2021-06-20 23:50:17"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062023501711381"",""MerchantOrderNo"":""16242041414940045_10""}",20210620235020,newepay,https://test.mofuntravel.com.tw,CREDIT,16242041414940045_10,,,,,
78,16242041414940045,680,1,ENTIRE,租車尾款,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":680.0,""TradeNo"":""21062023514432977"",""MerchantOrderNo"":""16242041414940045_100"",""RespondType"":""JSON"",""IP"":""61.230.58.186"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""359374"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2703"",""TokenUseStatus"":""1"",""InstFirst"":0.0,""InstEach"":0.0,""Inst"":0.0,""ECI"":"""",""PayTime"":""2021-06-20 23:51:44"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062023514432977"",""MerchantOrderNo"":""16242041414940045_100""}",20210620235146,newepay,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16242041414940045&storeId=1&price=680.0&endDistance=17339&checkCode=admin&helmet=1&raincoat=1&vatNo=&vatCompanyTitle=,CREDIT,16242041414940045_100,,,,,
79,16242398447880937,200,1,DEPOSIT,訂金,,20210621094558,admin,,CASH,16242398447880937_10,,,,,
80,16242539845480187,110,1,ENTIRE,租車尾款,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":110.0,""TokenLife"":""2024-03-31"",""MerchantOrderNo"":""16242539845480187_100"",""TradeNo"":""21062114132046333"",""CheckCode"":""F37FCA7D479E57797EC69D87F3DDB9C0ECB81382C5D21B609F57E285B18BF8CE"",""RespondCode"":""00"",""Auth"":""360964"",""AuthDate"":""20210621"",""AuthTime"":""141320"",""Card6No"":""400022"",""Card4No"":""1111"",""IP"":""114.34.14.7"",""EscrowBank"":""HNCB"",""ECI"":"""",""Exp"":""2403"",""AuthBank"":""KGI"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062114132046333"",""MerchantOrderNo"":""16242539845480187_100""}",20210621141320,newepay,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16242539845480187&storeId=1&price=110.0&endDistance=12202&checkCode=544915&helmet=1&raincoat=1&vatNo=&vatCompanyTitle=,CREDIT,16242539845480187_100,,,,,
81,16239460442550209,2720,1,ENTIRE,租車尾款,,20210621141450,A121142433,https://test.mofuntravel.com.tw/client/#/returnMotoSelectPayType?clientOrderId=16239460442550209&storeId=1&price=2720.0&endDistance=20001&checkCode=544915&helmet=1&raincoat=1&vatNo=&vatCompanyTitle=,CREDIT,16239460442550209_100,,,,,
82,16242584208390432,200,1,DEPOSIT,200訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":200.0,""TradeNo"":""21062114543812112"",""MerchantOrderNo"":""16242584208390432_10"",""RespondType"":""JSON"",""IP"":""61.230.58.186"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""361168"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2201"",""TokenUseStatus"":""1"",""InstFirst"":0.0,""InstEach"":0.0,""Inst"":0.0,""ECI"":"""",""PayTime"":""2021-06-21 14:54:39"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062114543812112"",""MerchantOrderNo"":""16242584208390432_10""}",20210621145440,newepay,https://test.mofuntravel.com.tw,CREDIT,16242584208390432_10,,,,,
83,16242398447880937,680,1,ENTIRE,尾款,,20210621160052,F230075531,,CASH,16242398447880937_100,,,,,
84,16239253046050500,2720,1,ENTIRE,尾款,,20210621160307,asd91125,,CASH,16239253046050500_500,,,,,
85,16242637383490024,200,1,DEPOSIT,200訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":200.0,""TradeNo"":""21062116225824586"",""MerchantOrderNo"":""16242637383490024_10"",""RespondType"":""JSON"",""IP"":""61.230.58.186"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""361786"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""3511"",""TokenUseStatus"":""1"",""InstFirst"":0.0,""InstEach"":0.0,""Inst"":0.0,""ECI"":"""",""PayTime"":""2021-06-21 16:22:58"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062116225824586"",""MerchantOrderNo"":""16242637383490024_10""}",20210621162301,newepay,https://test.mofuntravel.com.tw,CREDIT,16242637383490024_10,,,,,
86,16242637383490024,680,1,ENTIRE,尾款,,20210621162526,H1234,,CASH,16242637383490024_100,,,,,
87,16239460442550209,2720,1,ENTIRE,尾款,,20210621170000,A121142433,,CASH,16239460442550209_100,,,,,
88,16242624952790862,0,1,RETURN,退款,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":1.0,""TradeNo"":""21093012225630572"",""MerchantOrderNo"":""16329757508030520_BOUNDLE"",""RespondType"":""JSON"",""IP"":""111.251.58.164"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""730435"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2503"",""TokenUseStatus"":""1"",""TokenValue"":""5b2b4bc2e3d15c44ccef7d4ef1794c8d08b02eea02722c0695d294ce7f0c6c59"",""TokenLife"":""2025-03-31"",""ECI"":"""",""PayTime"":""2021-09-30 12:22:56"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21093012225630572"",""MerchantOrderNo"":""16329757508030520_BOUNDLE""}",20210930122258,newepay,,CASH,,,SUCCESS,,1111,
89,16242661466860729,200,1,DEPOSIT,訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":1.0,""TradeNo"":""21093013084967817"",""MerchantOrderNo"":""16329785127710754_BOUNDLE"",""RespondType"":""JSON"",""IP"":""111.251.58.164"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""730597"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2303"",""TokenUseStatus"":""1"",""TokenValue"":""4bd1280e154332598c382e77f62473df2fa5b9c682db1b52335e585a68542127"",""TokenLife"":""2023-03-31"",""ECI"":"""",""PayTime"":""2021-09-30 13:08:49"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21093013084967817"",""MerchantOrderNo"":""16329785127710754_BOUNDLE""}",20210930130850,newepay,,CASH,16242661466860729_10,,SUCCESS,,1111,
91,16242674997040014,200,1,DEPOSIT,200訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":1.0,""TradeNo"":""21100512453110952"",""MerchantOrderNo"":""16334091115400359_BOUNDLE"",""RespondType"":""JSON"",""IP"":""111.251.91.52"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""744874"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2704"",""TokenUseStatus"":""1"",""TokenValue"":""c5ff29b44c040159bcfffc42fdac006c4d2de45d7ccc767234271e3fbaf08e02"",""TokenLife"":""2027-04-30"",""ECI"":"""",""PayTime"":""2021-10-05 12:45:32"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21100512453110952"",""MerchantOrderNo"":""16334091115400359_BOUNDLE""}",20211005124534,newepay,https://test.mofuntravel.com.tw,CREDIT,16242674997040014_10,,SUCCESS,,1111,
92,16242674997040014,110,1,ENTIRE,尾款,,20210621174836,A121142433,,CASH,16242674997040014_100,,,,,
95,16242690320620194,200,1,DEPOSIT,200訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":200.0,""TradeNo"":""21062210460984134"",""MerchantOrderNo"":""16242690320620194_10"",""RespondType"":""JSON"",""IP"":""111.255.4.144"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""364516"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2403"",""TokenUseStatus"":""1"",""InstFirst"":0.0,""InstEach"":0.0,""Inst"":0.0,""ECI"":"""",""PayTime"":""2021-06-22 10:46:09"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062210460984134"",""MerchantOrderNo"":""16242690320620194_10""}",20210622104611,newepay,https://test.mofuntravel.com.tw,CREDIT,16242690320620194_10,,,,,
96,16242562010340810,680,1,ENTIRE,尾款,,20210622113311,D222200608,,CASH,16242562010340810_100,,,,,
97,16243428900150962,200,1,DEPOSIT,訂金,,20210622142310,admin,,CASH,16243428900150962_10,,,,,
98,16243428900150962,-190,1,RETURN,退款,,,,,CASH,,,,,,
99,16243447969480977,200,1,DEPOSIT,200訂金,"{""Status"":""SUCCESS"",""Message"":""授權成功"",""Result"":{""MerchantID"":""MS319831015"",""Amt"":200.0,""TradeNo"":""21062317380587605"",""MerchantOrderNo"":""16243447969480977_10"",""RespondType"":""JSON"",""IP"":""114.45.67.16"",""EscrowBank"":""HNCB"",""PaymentType"":""CREDIT"",""RespondCode"":""00"",""Auth"":""371734"",""Card6No"":""400022"",""Card4No"":""1111"",""Exp"":""2404"",""TokenUseStatus"":""1"",""InstFirst"":0.0,""InstEach"":0.0,""Inst"":0.0,""ECI"":"""",""PayTime"":""2021-06-23 17:38:05"",""PaymentMethod"":""CREDIT""},""TradeNo"":""21062317380587605"",""MerchantOrderNo"":""16243447969480977_10""}",20210623173807,newepay,https://test.mofuntravel.com.tw,CREDIT,16243447969480977_10,,,,,
100,16243447969480977,0,1,ENTIRE,尾款,,20210623173956,D222200608,,CASH,16243447969480977_100,,,,,
101,16244414499320352,0,1,RETURN,退款,,,,,CASH,,,,,,
102,16242690320620194,-100,1,DISCOUNT,折扣,,20210623175956,A121142433,,,,,,,,
