clientOrderHistoryId,clientOrderId,updateDate,flow,updator,note
206,16143883554530824,20210227091235,0,哲哲,後台成立訂單:備註
207,16143884878670067,20210227091447,0,哲哲,後台成立訂單:備註
208,16143929822910171,20210227102942,0,哲哲,後台成立訂單:備註
209,16143929822910171,20210227103012,50,哲哲,哲哲確認不收訂金，備註:
210,16143929822910171,20210227104422,100,哲哲,取車
211,16143883554530824,20210227131937,50,哲哲,哲哲確認不收訂金，備註:
212,16143303747530494,20210227134541,100,哲哲,取車
213,16143300250080993,20210227141030,100,哲哲,取車
214,16144127229050866,20210227155842,0,admin,後台成立訂單:備註
215,16144127229050866,20210227155918,50,admin,admin確認不收訂金，備註:現場客人
216,16144127229050866,20210227160807,100,admin,取車
217,16143302832880533,20210227185936,100,哲哲,取車
218,16143929822910171,20210227190244,400,哲哲,"哲哲協助還車,等待信用卡扣款"
219,16144245722020716,20210227191612,0,哲哲,後台成立訂單:備註
220,16144245722020716,20210227191623,50,哲哲,哲哲確認不收訂金，備註:
221,16144245722020716,20210228095052,100,哲哲,取車
222,16144773196530913,20210228095519,0,哲哲,後台成立訂單:備註
223,16144773196530913,20210228095602,50,哲哲,哲哲確認不收訂金，備註:Kkday 客人使用優惠碼 KKDAY00680
224,16143301570710021,20210228105949,100,哲哲,取車
225,16144773196530913,20210228113718,100,哲哲,取車
226,16143301570710021,20210228165335,400,哲哲,"哲哲協助還車,等待信用卡扣款"
227,16143883554530824,20210228171014,100,哲哲,取車
228,16144773196530913,20210301111304,400,Venson,"Venson協助還車,等待信用卡扣款"
229,16143884878670067,20210301123932,1000,哲哲,"哲哲取消訂單,取消原因:"
230,16145739566870954,20210301124556,0,Venson,後台成立訂單:備註
231,16145739566870954,20210301124626,50,Venson,Venson確認不收訂金，備註:
232,16145739566870954,20210301124717,100,Venson,取車
233,16143883554530824,20210301151230,400,Venson,"Venson協助還車,等待信用卡扣款"
234,16144127229050866,20210301163722,500,Venson,"Venson收現金,完成訂單"
235,16143303747530494,20210301172234,500,Venson,"Venson收現金,完成訂單"
236,16143302832880533,20210301191433,400,Venson,"Venson協助還車,等待信用卡扣款"
237,16143300250080993,20210302120514,500,asd91125,"asd91125收現金,完成訂單"
238,16144245722020716,20210302121647,400,asd91125,"asd91125協助還車,等待信用卡扣款"
239,16145739566870954,20210302121936,400,asd91125,"asd91125協助還車,等待信用卡扣款"
240,16146732874460113,20210302162127,0,Zoe,後台成立訂單:備註交通部拍攝客人 除車貼/手機架EQB3278
241,16146732874460113,20210302162217,50,Zoe,Zoe確認不收訂金，備註:未收取訂金 老客戶
242,16147343814870361,20210303091941,0,Zoe,後台成立訂單:備註
243,16147344689240077,20210303092108,0,Zoe,後台成立訂單:備註考駕照
244,16147344689240077,20210303092156,50,Zoe,Zoe確認不收訂金，備註:當日訂單
245,16147344689240077,20210303180959,100,哲哲,取車
246,16147343814870361,20210304122456,10,Zoe,"Zoe確定訂單,備註：3/4已收訂金"
247,16147343814870361,20210304122505,50,Zoe,Zoe確認不收訂金，備註:3/4已收訂金
248,16148422676900233,20210304151747,0,Zoe,後台成立訂單:備註老客戶
249,16148438913210490,20210304154451,0,Zoe,後台成立訂單:備註Kkday客人
250,16148422676900233,20210304154535,50,Zoe,Zoe確認不收訂金，備註:老客戶
251,16148438913210490,20210304154655,50,Zoe,Zoe確認不收訂金，備註:Kkday客人
252,16147344689240077,20210304174018,500,asd91125,"asd91125收現金,完成訂單"
253,16149074031840228,20210305092323,0,Zoe,後台成立訂單:備註
254,16149126998460045,20210305105139,0,Zoe,後台成立訂單:備註
255,16149126998460045,20210305105203,50,Zoe,Zoe確認不收訂金，備註:
256,16149126998460045,20210305110324,100,Zoe,取車
257,16149227638550350,20210305133923,0,Zoe,後台成立訂單:備註
258,16149227638550350,20210305134321,50,Zoe,Zoe確認不收訂金，備註:
259,16149227638550350,20210305134759,100,Zoe,取車
260,16149074031840228,20210305145516,1000,Zoe,"Zoe取消訂單,取消原因:"
261,16149126998460045,20210305161415,500,asd91125,"asd91125收現金,完成訂單"
262,16149407797420102,20210305183939,0,Zoe,後台成立訂單:備註
263,16149407797420102,20210305184023,50,Zoe,Zoe確認不收訂金，備註:隔日訂單客人、不收訂金
264,16149985866380847,20210306104306,0,Zoe,後台成立訂單:備註
265,16149985866380847,20210306104345,50,Zoe,Zoe確認不收訂金，備註:當日訂單 不收訂金
266,16149227638550350,20210306144338,500,asd91125,"asd91125收現金,完成訂單"
267,16138004875540433,20210306170528,100,H122823149,取車
268,16149407797420102,20210306185126,100,Zoe,取車
269,16150791527890248,20210307090552,0,哲哲,後台成立訂單:備註
270,16150949564450689,20210307132916,0,哲哲,後台成立訂單:備註
271,16150949564450689,20210307133019,50,哲哲,哲哲確認不收訂金，備註:
272,16150949564450689,20210307133736,100,哲哲,取車
273,16151053272310114,20210307162207,0,哲哲,後台成立訂單:備註
274,16151053272310114,20210307181315,10,哲哲,"哲哲確定訂單,備註："
275,16150791527890248,20210307181320,10,哲哲,"哲哲確定訂單,備註："
276,16151053272310114,20210307181342,50,哲哲,哲哲確認不收訂金，備註:已完成預付訂金
277,16149407797420102,20210307190042,400,哲哲,"哲哲協助還車,等待信用卡扣款"
278,16150949564450689,20210308120353,500,asd91125,"asd91125收現金,完成訂單"
279,16151890361380291,20210308153716,0,Zoe,後台成立訂單:備註
280,16151890361380291,20210308153727,50,Zoe,Zoe確認不收訂金，備註:
281,16151890361380291,20210308154416,100,Zoe,取車
282,16150791527890248,20210308180336,50,admin,admin確認不收訂金，備註:
283,16152528674020673,20210309092107,0,admin,後台成立訂單:備註老客戶
284,16152566247280754,20210309102344,0,Zoe,後台成立訂單:備註長租一個月
285,16152578656690858,20210309104425,0,Zoe,後台成立訂單:備註長租一個月
286,16143309889150348,20210309125923,500,asd91125,"asd91125收現金,完成訂單"
287,16151890361380291,20210309133638,500,asd91125,"asd91125收現金,完成訂單"
288,16152816700450684,20210309172110,0,Zoe,後台成立訂單:備註
289,16152816700450684,20210309172146,50,Zoe,Zoe確認不收訂金，備註:
290,16152816700450684,20210309173218,100,Zoe,取車
291,16152578656690858,20210309182935,1000,Zoe,"Zoe取消訂單,取消原因:"
292,16152816700450684,20210310111024,500,asd91125,"asd91125收現金,完成訂單"
293,16153705632510270,20210310180243,0,Zoe,後台成立訂單:備註預約3台
294,16153705632510270,20210310180413,10,Zoe,"Zoe確定訂單,備註：已收訂金600元"
295,16154347186130455,20210311115158,0,Zoe,後台成立訂單:備註隔日訂單 無需付訂金
296,16154347186130455,20210311115208,50,Zoe,Zoe確認不收訂金，備註:隔日訂單 無需付訂金
297,16153705632510270,20210311115222,50,Zoe,Zoe確認不收訂金，備註:已收訂金600元
298,16152566247280754,20210311115236,50,Zoe,Zoe確認不收訂金，備註:長租一個月
299,16152528674020673,20210311120918,1000,Zoe,"Zoe取消訂單,取消原因:"
300,16147343814870361,20210311133515,100,Zoe,取車
301,16154604069820353,20210311190006,0,Zoe,後台成立訂單:備註
302,16154604069820353,20210311190106,50,Zoe,Zoe確認不收訂金，備註:
303,16154604069820353,20210311191120,100,Zoe,取車
304,16155117649950379,20210312091559,0,admin,後台成立訂單:備註
305,16155117649950379,20210312091732,10,admin,"admin確定訂單,備註："
306,16155117649950379,20210312091802,50,admin,admin確認訂金200元，備註:
307,16155117649950379,20210312092738,1100,admin,"admin訂單退費200元,取消原因:434"
308,16155117649950379,20210312093033,1100,admin,"admin訂單退費200元,取消原因:432"
309,16155117649950379,20210312093045,1100,admin,"admin訂單退費200元,取消原因:432"
310,16155117649950379,20210312093057,1100,admin,"admin訂單退費200元,取消原因:321"
311,16154347186130455,20210312100503,100,Zoe,取車
312,16155194804670526,20210312112440,0,Zoe,後台成立訂單:備註
313,16155194804670526,20210312112506,50,Zoe,Zoe確認不收訂金，備註:
314,16155194804670526,20210312113800,100,Zoe,取車
315,16147343814870361,20210312124637,500,zoe,"zoe收現金,完成訂單"
316,16154347186130455,20210312125139,400,zoe,"zoe協助還車,等待信用卡扣款"
317,16154604069820353,20210312145437,400,Kidd,"Kidd協助還車,等待信用卡扣款"
318,16155490946430160,20210312193814,0,Zoe,後台成立訂單:備註
319,16155490946430160,20210312193832,50,Zoe,Zoe確認不收訂金，備註:
320,16155194804670526,20210312204502,500,哲哲,"哲哲收現金,完成訂單"
321,16155490946430160,20210313092438,100,哲哲,取車
322,16156026050880119,20210313103005,0,哲哲,後台成立訂單:備註0
323,16156064107480290,20210313113330,0,哲哲,後台成立訂單:備註
324,16156064107480290,20210313113408,10,哲哲,"哲哲確定訂單,備註：長租收押金1000元"
325,16156067043750927,20210313113824,0,哲哲,後台成立訂單:備註
326,16156067043750927,20210313113832,50,哲哲,哲哲確認不收訂金，備註:
327,16156067043750927,20210313114504,100,哲哲,取車
328,16156064107480290,20210313120250,50,哲哲,哲哲確認訂金200元，備註:長租收押金1000元
329,16138004875540433,20210313120431,500,哲哲,"哲哲收現金,完成訂單"
330,16156064107480290,20210313120513,100,哲哲,取車
331,16150791527890248,20210313133817,100,哲哲,取車
332,16156186613980458,20210313145741,0,哲哲,後台成立訂單:備註
333,16156187013260139,20210313145821,0,哲哲,後台成立訂單:備註
334,16156186613980458,20210313145838,10,哲哲,"哲哲確定訂單,備註："
335,16156187013260139,20210313145843,10,哲哲,"哲哲確定訂單,備註："
336,16156186613980458,20210313145853,50,哲哲,哲哲確認不收訂金，備註:
337,16156187013260139,20210313145903,50,哲哲,哲哲確認訂金200元，備註:
338,16153705632510270,20210314101607,100,Kidd,取車
339,16156186613980458,20210314101643,100,Kidd,取車
340,16156187013260139,20210314101714,100,Kidd,取車
341,16156897357120641,20210314104215,0,Kidd,後台成立訂單:備註
342,16156897357120641,20210314104227,50,Kidd,Kidd確認不收訂金，備註:
343,16156897357120641,20210314104348,100,Kidd,取車
344,16156935687790532,20210314114608,0,Kidd,後台成立訂單:備註
345,16156935687790532,20210314114631,50,Kidd,Kidd確認不收訂金，備註:
346,16156935687790532,20210314114712,100,Kidd,取車
347,16156937278100499,20210314114847,0,Kidd,後台成立訂單:備註
348,16156937278100499,20210314114900,50,Kidd,Kidd確認不收訂金，備註:
349,16150791527890248,20210314115334,500,Kidd,"Kidd收現金,完成訂單"
350,16156937278100499,20210314115704,100,Kidd,取車
351,16156067043750927,20210314123239,500,Kidd,"Kidd收現金,完成訂單"
352,16157012010800886,20210314135321,0,Kidd,後台成立訂單:備註
353,16157012010800886,20210314135332,50,Kidd,Kidd確認不收訂金，備註:
354,16157012010800886,20210314135416,100,Kidd,取車
355,16157012010800886,20210314152513,500,Kidd,"Kidd收現金,完成訂單"
356,16156186613980458,20210314162318,400,Kidd,"Kidd協助還車,等待信用卡扣款"
357,16156187013260139,20210314162728,500,Kidd,"Kidd收現金,完成訂單"
358,16153705632510270,20210314162942,400,Kidd,"Kidd協助還車,等待信用卡扣款"
359,16156935687790532,20210314163158,400,Kidd,"Kidd協助還車,等待信用卡扣款"
360,16157137290990219,20210314172209,0,Kidd,後台成立訂單:備註
361,16156897357120641,20210314174521,400,Kidd,"Kidd協助還車,等待信用卡扣款"
362,16156937278100499,20210314181724,400,Kidd,"Kidd協助還車,等待信用卡扣款"
363,16155490946430160,20210315090847,500,asd91125,"asd91125收現金,完成訂單"
364,16157720504970145,20210315093410,0,Zoe,後台成立訂單:備註一台車
365,16157797983110045,20210315114318,0,Kidd,後台成立訂單:備註
366,16157797983110045,20210315114347,10,Kidd,"Kidd確定訂單,備註："
367,16157797983110045,20210315114439,50,Kidd,Kidd確認不收訂金，備註:
368,16157797983110045,20210315114501,1000,Kidd,"Kidd取消訂單,取消原因:"
369,16157800407070774,20210315114720,0,Zoe,後台成立訂單:備註
370,16157800407070774,20210315114820,50,Zoe,Zoe確認不收訂金，備註:
371,16157800407070774,20210315115304,100,Zoe,取車
372,16157800407070774,20210315145659,500,asd91125,"asd91125收現金,完成訂單"
373,16158016561120609,20210315174736,0,Zoe,後台成立訂單:備註
374,16158016561120609,20210315174755,50,Zoe,Zoe確認不收訂金，備註:
375,16158061712280901,20210315190251,0,Zoe,後台成立訂單:備註
376,16158061712280901,20210315190305,50,Zoe,Zoe確認不收訂金，備註:
377,16158061712280901,20210315190809,100,Zoe,取車
378,16158070002610846,20210315191640,0,Zoe,後台成立訂單:備註
379,16158070002610846,20210315191656,50,Zoe,Zoe確認不收訂金，備註:
380,16158070002610846,20210315191924,100,Zoe,取車
381,16158016561120609,20210316091633,100,Zoe,取車
382,16158591015270490,20210316094501,0,Zoe,後台成立訂單:備註
383,16158669390080127,20210316115538,0,哲哲,後台成立訂單:備註
384,16158669390080127,20210316115553,50,哲哲,哲哲確認不收訂金，備註:
385,16158669390080127,20210316120312,100,哲哲,取車
386,16156026050880119,20210316130548,50,Zoe,Zoe確認不收訂金，備註:0
387,16156026050880119,20210316131317,100,Zoe,取車
388,16158729222210294,20210316133522,0,Zoe,後台成立訂單:備註Kkday客人 已付款
389,16158739060490432,20210316135146,0,Zoe,後台成立訂單:備註
390,16158740587840608,20210316135418,0,Zoe,後台成立訂單:備註
391,16158070002610846,20210316145752,500,asd91125,"asd91125收現金,完成訂單"
392,16158879051260917,20210316174505,0,Zoe,後台成立訂單:備註
393,16158591015270490,20210316181243,10,Zoe,"Zoe確定訂單,備註："
394,16158591015270490,20210316181303,50,Zoe,Zoe確認訂金200元，備註:已收訂金200元
395,16158740587840608,20210316181309,10,Zoe,"Zoe確定訂單,備註："
396,16158740587840608,20210316181321,50,Zoe,Zoe確認訂金200元，備註:已收訂金200元
397,16157137290990219,20210316181342,10,Zoe,"Zoe確定訂單,備註："
398,16157137290990219,20210316181415,50,Zoe,Zoe確認訂金200元，備註:已收訂金200元
399,16158739060490432,20210316181425,10,Zoe,"Zoe確定訂單,備註："
400,16158739060490432,20210316181438,50,Zoe,Zoe確認訂金200元，備註:已收訂金200元
401,16158061712280901,20210316181951,500,asd91125,"asd91125收現金,完成訂單"
402,16158669390080127,20210316191017,400,asd91125,"asd91125協助還車,等待信用卡扣款"
403,16137962139280809,20210316215752,10,admin,admin回復更改訂單付款方式
404,16159471094760287,20210317101149,0,Zoe,後台成立訂單:備註KKday客人 已付款
405,16159471679150238,20210317101247,0,Zoe,後台成立訂單:備註KKday客人 已付款
406,16159477881580539,20210317102308,0,哲哲,後台成立訂單:備註
407,16159477881580539,20210317102319,10,哲哲,"哲哲確定訂單,備註："
408,16159477881580539,20210317102327,50,哲哲,哲哲確認訂金200元，備註:
409,16159477881580539,20210317102346,1100,哲哲,"哲哲訂單退費200元,取消原因:"
410,16159480793580167,20210317102759,0,哲哲,後台成立訂單:備註
411,16159480793580167,20210317102821,10,哲哲,"哲哲確定訂單,備註："
412,16159480793580167,20210317102904,50,哲哲,哲哲確認不收訂金，備註:
413,16159480793580167,20210317102917,10,哲哲,哲哲回復更改訂單付款方式
414,16159481807540885,20210317102940,0,哲哲,後台成立訂單:備註
415,16159481807540885,20210317102954,50,哲哲,哲哲確認不收訂金，備註:
416,16159481807540885,20210317103010,1000,哲哲,"哲哲取消訂單,取消原因:"
417,16156026050880119,20210317104012,500,asd91125,"asd91125收現金,完成訂單"
418,16159480793580167,20210317105242,1000,哲哲,"哲哲取消訂單,取消原因:"
419,16159496911120887,20210317105451,0,哲哲,後台成立訂單:備註
420,16159496911120887,20210317105503,50,哲哲,哲哲確認不收訂金，備註:
421,16159496911120887,20210317105541,100,哲哲,取車
422,16159499923530595,20210317105952,0,哲哲,後台成立訂單:備註
423,16159499923530595,20210317110006,50,哲哲,哲哲確認不收訂金，備註:
424,16159499923530595,20210317110046,10,哲哲,哲哲回復更改訂單付款方式
425,16159499923530595,20210317110056,50,哲哲,哲哲確認不收訂金，備註:
426,16159499923530595,20210317110103,10,哲哲,哲哲回復更改訂單付款方式
427,16159499923530595,20210317110107,50,哲哲,哲哲確認訂金200元，備註:
428,16159499923530595,20210317110115,10,哲哲,哲哲回復更改訂單付款方式
429,16159499923530595,20210317110325,1000,哲哲,"哲哲取消訂單,取消原因:"
430,16159502252080481,20210317110345,0,哲哲,後台成立訂單:備註
431,16159502252080481,20210317110409,50,哲哲,哲哲確認不收訂金，備註:
432,16159502252080481,20210317110420,10,哲哲,哲哲回復更改訂單付款方式
433,16159502252080481,20210317110424,50,哲哲,哲哲確認訂金200元，備註:
434,16159502971580084,20210317110457,0,哲哲,後台成立訂單:備註
435,16159502971580084,20210317110507,10,哲哲,"哲哲確定訂單,備註："
436,16159502971580084,20210317110514,50,哲哲,哲哲確認訂金200元，備註:
437,16159502971580084,20210317110526,10,哲哲,哲哲回復更改訂單付款方式
438,16159502971580084,20210317110533,50,哲哲,哲哲確認不收訂金，備註:
439,16159502252080481,20210317110626,1100,哲哲,"哲哲訂單退費200元,取消原因:"
440,16159502971580084,20210317124851,1000,哲哲,"哲哲取消訂單,取消原因:"
441,16159496911120887,20210317125416,400,哲哲,"哲哲協助還車,等待信用卡扣款"
442,16146732874460113,20210317125702,100,哲哲,取車
443,16159734066190493,20210317173006,0,Zoe,後台成立訂單:備註
444,16159734066190493,20210317173027,10,Zoe,"Zoe確定訂單,備註："
445,16157720504970145,20210317173047,10,Zoe,"Zoe確定訂單,備註：一台車"
446,16158729222210294,20210317173052,50,Zoe,Zoe確認不收訂金，備註:Kkday客人 已付款
447,16158879051260917,20210317173056,10,Zoe,"Zoe確定訂單,備註："
448,16159471094760287,20210317173058,50,Zoe,Zoe確認不收訂金，備註:KKday客人 已付款
449,16159471679150238,20210317173104,50,Zoe,Zoe確認不收訂金，備註:KKday客人 已付款
450,16158016561120609,20210317181720,500,asd91125,"asd91125收現金,完成訂單"
451,16159471679150238,20210318093426,1000,Zoe,"Zoe取消訂單,取消原因:更改時間異動"
452,16160316889850178,20210318094128,0,Zoe,後台成立訂單:備註
453,16160338792850457,20210318101759,0,Zoe,後台成立訂單:備註
454,16160340544490174,20210318102054,0,Zoe,後台成立訂單:備註
455,16158729222210294,20210318104209,100,Zoe,取車
456,16160392964530444,20210318114816,0,Zoe,後台成立訂單:備註
457,16160392964530444,20210318115005,50,Zoe,Zoe確認不收訂金，備註:
458,16160392964530444,20210318115521,100,Zoe,取車
459,16160316889850178,20210318143130,1000,Zoe,"Zoe取消訂單,取消原因:"
460,16160338792850457,20210318143151,10,Zoe,"Zoe確定訂單,備註：3/18已付訂金200元"
461,16160502323930818,20210318145032,0,Zoe,後台成立訂單:備註
462,16160502323930818,20210318145109,10,Zoe,"Zoe確定訂單,備註："
463,16160502323930818,20210318145113,50,Zoe,Zoe確認訂金200元，備註:
464,16160340544490174,20210318145148,10,Zoe,"Zoe確定訂單,備註："
465,16160582753950179,20210318170435,0,Zoe,後台成立訂單:備註
466,16161165193030286,20210319091519,0,Zoe,後台成立訂單:備註
467,16161167018270095,20210319091821,0,Zoe,後台成立訂單:備註
468,16159471094760287,20210319094114,100,Zoe,取車
469,16158729222210294,20210319095546,500,asd91125,"asd91125收現金,完成訂單"
470,16157720504970145,20210319112232,50,Zoe,Zoe確認不收訂金，備註:一台車
471,16160338792850457,20210319112253,50,Zoe,Zoe確認訂金200元，備註:3/18已付訂金200元
472,16159734066190493,20210319112302,50,Zoe,Zoe確認訂金200元，備註:
473,16158879051260917,20210319112334,50,Zoe,Zoe確認不收訂金，備註:
474,16160340544490174,20210319113445,50,Zoe,Zoe確認不收訂金，備註:
475,16160392964530444,20210319114645,400,asd91125,"asd91125協助還車,等待信用卡扣款"
476,16161264454890178,20210319120045,0,Zoe,後台成立訂單:備註
477,16157720504970145,20210319123332,100,Zoe,取車
478,16161358072520231,20210319143526,0,admin,後台成立訂單:備註432
479,16161358072520231,20210319143526,100,admin,取車
480,16161358072520231,20210319145100,500,hi,"hi收現金,完成訂單"
481,16158879051260917,20210319151358,1000,Zoe,"Zoe取消訂單,取消原因:致電取消 行程變動"
482,16146732874460113,20210319151650,500,asd91125,"asd91125收現金,完成訂單"
483,16161407319470901,20210319155851,0,admin,後台成立訂單:備註
484,16161407319470901,20210319155934,50,admin,admin確認不收訂金，備註:
485,16161407319470901,20210319160052,10,admin,admin回復更改訂單付款方式
486,16161407319470901,20210319160103,50,admin,admin確認訂金200元，備註:
487,16161407319470901,20210319160112,10,admin,admin回復更改訂單付款方式
488,16161407319470901,20210319160123,1000,admin,"admin取消訂單,取消原因:"
489,16161468443620169,20210319174044,0,Zoe,後台成立訂單:備註
490,16161468443620169,20210319174058,50,Zoe,Zoe確認不收訂金，備註:
491,16161468443620169,20210319181307,100,Zoe,取車
492,16161946831140199,20210320065748,500,admin,補單:備註123
493,16161951359250486,20210320070530,500,admin,補單:備註132
494,16158740587840608,20210320094311,100,Venson,取車
495,16160340544490174,20210320095324,100,Venson,取車
496,16161165193030286,20210320095407,50,Venson,Venson確認不收訂金，備註:
497,16161165193030286,20210320100318,100,Venson,取車
498,16162066984150224,20210320101818,0,Venson,後台成立訂單:備註現場
499,16162066984150224,20210320101818,100,Venson,取車
500,16160582753950179,20210320114909,10,Venson,"Venson確定訂單,備註："
501,16160582753950179,20210320114935,50,Venson,Venson確認訂金200元，備註:
502,16160582753950179,20210320120518,100,Venson,取車
503,16162145943110150,20210320122954,0,Venson,後台成立訂單:備註現場
504,16162145943110150,20210320122954,100,Venson,取車
505,16160340544490174,20210320144718,500,Kidd,"Kidd收現金,完成訂單"
506,16159471094760287,20210320172237,500,Kidd,"Kidd收現金,完成訂單"
507,16161165193030286,20210320174724,400,Kidd,"Kidd協助還車,等待信用卡扣款"
508,16161468443620169,20210320181101,400,Kidd,"Kidd協助還車,等待信用卡扣款"
509,16162066984150224,20210320185859,400,Kidd,"Kidd協助還車,等待信用卡扣款"
510,16160582753950179,20210320195539,500,Kidd,"Kidd收現金,完成訂單"
511,16137962139280809,20210321085206,1000,哲哲,"哲哲取消訂單,取消原因:"
512,16162880224150667,20210321085342,0,哲哲,後台成立訂單:備註
513,16162881496610388,20210321085549,0,哲哲,後台成立訂單:備註
514,16160502323930818,20210321091828,100,哲哲,取車
515,16143313544180601,20210321130534,400,哲哲,"哲哲協助還車,等待信用卡扣款"
516,16137952140620577,20210321130647,400,哲哲,"哲哲協助還車,等待信用卡扣款"
517,16162145943110150,20210321131130,400,哲哲,"哲哲協助還車,等待信用卡扣款"
518,16157720504970145,20210321150501,500,哲哲,"哲哲收現金,完成訂單"
519,16160502323930818,20210321182645,400,哲哲,"哲哲協助還車,等待信用卡扣款"
520,16158740587840608,20210321192615,400,哲哲,"哲哲協助還車,等待信用卡扣款"
521,16163818662550381,20210322105746,0,Kidd,後台成立訂單:備註
522,16163818662550381,20210322105746,100,Kidd,取車
523,16160338792850457,20210322120903,100,Kidd,取車
524,16163912330340582,20210322133353,0,zocha.tc,後台成立訂單:備註
525,16163912330340582,20210322133353,100,zocha.tc,取車
526,16163948592200444,20210322143419,0,zocha.tc,後台成立訂單:備註
527,16163948592200444,20210322143419,100,zocha.tc,取車
528,16160338792850457,20210322154101,500,asd91125,"asd91125收現金,完成訂單"
529,16164004311780128,20210322160711,0,zocha.tc,後台成立訂單:備註
530,16164004311780128,20210322160711,100,zocha.tc,取車
531,16164023109230959,20210322163830,0,zocha.tc,後台成立訂單:備註
532,16164023109230959,20210322164347,50,zocha.tc,zocha.tc確認不收訂金，備註:
533,16164023109230959,20210322164632,10,zocha.tc,zocha.tc回復更改訂單付款方式
534,16164023109230959,20210322164637,50,zocha.tc,zocha.tc確認不收訂金，備註:
535,16163818662550381,20210322164937,400,asd91125,"asd91125協助還車,等待信用卡扣款"
536,16162881496610388,20210322170408,50,Zoe,Zoe確認不收訂金，備註:
537,16162881496610388,20210322171524,100,Zoe,取車
538,16164061912860060,20210322174311,0,zocha.tc,後台成立訂單:備註
539,16164061912860060,20210322174311,100,zocha.tc,取車
540,16163948592200444,20210322205536,400,zocha.tc,"zocha.tc協助還車,等待信用卡扣款"
